"person_id","family_id","community_id","county_id","province_id","cesd8","income_satis","income_rel","status_rel","age","gender","ethnicity_han","hukou_rural","urban","party_member","retired","pension","num_children_u16","family_size","edu_last_raw","edu_update","wordlist_raw","mathlist_raw","employ_status","smoke_age","handedness","interview_year","interview_month"
312059103,312059,458595,94,31,5,3,3,3,60,"female",1,1,1,0,0,0,1,2,0,0,2,2,"employed",0,"right",2022,10
312079101,312079,205200,94,31,2,3,3,3,48,"female",1,1,1,0,0,0,0,3,4,4,5,1,"employed",0,"right",2022,8
312079102,312079,205200,94,31,1,4,3,3,49,"male",1,1,1,0,0,0,0,3,4,4,6,2,"employed",1,"right",2022,8
312079103,312079,205200,94,31,6,4,3,3,24,"male",1,1,1,0,0,0,0,3,7,7,7,3,"employed",0,"right",2022,9
312086101,312086,483410,94,31,2,5,5,5,69,"female",1,1,1,0,1,0,3,7,0,0,2,2,"employed",0,"right",2022,12
312086102,312086,483410,94,31,2,5,5,5,68,"male",1,1,1,0,0,1,3,7,0,0,3,3,"employed",1,"right",2022,10
312086601,312086,483410,94,31,4,4,3,2,39,"female",1,1,1,0,0,0,3,7,5,6,1,1,"employed",0,"right",2022,11
312089101,312089,205200,94,31,3,4,3,3,71,"male",1,1,1,0,1,0,0,3,4,4,3,3,"out_of_labor_force",1,"right",2022,9
312089531,312089,205200,94,31,8,4,2,3,71,"female",1,1,1,0,1,0,0,3,0,0,2,2,"out_of_labor_force",0,"right",2022,10
312095101,312095,276596,94,31,2,3,2,2,51,"male",1,1,1,0,0,0,0,4,4,4,6,2,"employed",1,"1",2022,11
312104102,312104,205200,94,31,16,4,3,3,65,"male",1,1,1,0,1,0,0,2,5,5,5,1,"out_of_labor_force",1,"right",2022,8
312105102,312105,205200,94,31,3,5,3,4,68,"male",1,1,1,0,1,0,1,3,3,3,6,4,"out_of_labor_force",1,"right",2022,8
312129101,312129,205300,95,31,17,4,3,4,60,"female",1,1,0,0,1,0,2,6,3,3,3,3,"employed",0,"right",2022,9
312129102,312129,205300,95,31,8,3,3,3,64,"male",1,1,0,0,1,0,2,6,0,0,4,4,"out_of_labor_force",1,"right",2022,9
312129103,312129,205300,95,31,11,2,1,2,38,"female",1,1,0,0,0,0,2,6,7,7,5,1,"employed",0,"right",2022,8
312129104,312129,205300,95,31,7,4,3,3,37,"male",1,1,0,0,0,0,2,6,6,6,5,1,"employed",1,"right",2022,8
312134101,312134,774768,95,31,7,4,3,3,42,"female",1,1,1,0,0,0,0,6,4,4,8,4,"employed",0,"right",2022,8
312134102,312134,774768,95,31,1,2,2,2,48,"male",1,1,1,0,0,0,0,6,5,5,6,2,"employed",1,"1",2022,8
312138103,312138,205300,95,31,7,2,2,2,51,"male",1,1,0,0,0,0,1,7,3,3,4,2,"employed",0,"right",2022,10
312138104,312138,205300,95,31,2,4,3,3,50,"female",1,1,0,0,1,0,1,7,4,4,1,1,"employed",0,"right",2022,10
312143102,312143,205300,95,31,10,4,3,3,70,"female",1,1,0,0,1,0,1,3,0,0,4,4,"employed",0,"right",2022,9
312148101,312148,205400,95,31,3,4,2,3,68,"male",1,1,1,0,1,0,1,5,0,0,6,2,"out_of_labor_force",1,"right",2022,10
312156102,312156,205300,95,31,4,4,2,4,45,"female",1,1,0,0,0,0,0,5,3,3,1,3,"employed",0,"right",2022,10
312156103,312156,205300,95,31,2,4,4,4,70,"male",1,1,0,0,1,0,0,5,3,3,1,3,"out_of_labor_force",1,"right",2022,10
312156104,312156,205300,95,31,3,4,3,3,46,"male",1,1,0,0,0,0,0,5,4,4,8,4,"employed",1,"right",2022,10
312157104,312157,205300,95,31,4,4,4,3,41,"female",1,1,0,0,0,0,0,5,5,5,1,1,"employed",0,"right",2022,9
312157105,312157,205300,95,31,4,4,3,3,45,"male",1,1,0,0,0,0,0,5,6,6,1,1,"employed",0,"right",2022,9
312165103,312165,205300,95,31,11,4,5,3,64,"female",1,1,0,0,1,0,1,5,4,4,7,3,"employed",0,"right",2022,11
312185101,312185,205400,95,31,8,3,2,2,50,"female",1,1,1,0,1,0,0,4,0,0,4,4,"out_of_labor_force",0,"right",2022,9
312185103,312185,205400,95,31,4,2,2,2,29,"male",1,1,1,0,0,0,0,4,7,7,6,2,"employed",1,"right",2022,9
312186102,312186,177289,95,31,0,3,3,3,69,"male",1,1,0,0,1,0,0,2,3,3,7,3,"employed",1,"right",2022,8
312188101,312188,205400,95,31,3,2,2,3,41,"male",1,1,1,0,0,0,1,3,5,5,4,4,"employed",1,"right",2022,9
312188102,312188,205400,95,31,6,3,2,2,42,"female",1,1,1,0,0,0,1,3,7,7,5,1,"employed",0,"right",2022,8
312194431,312194,834868,95,31,8,4,3,3,38,"female",1,1,1,0,0,0,1,4,5,5,3,3,"employed",0,"right",2022,8
312203103,312203,762881,90,31,6,2,2,2,45,"male",1,1,1,0,0,0,1,4,4,5,7,3,"employed",1,"1",2022,9
312203105,312203,762881,90,31,7,3,2,1,44,"female",1,1,1,0,0,0,1,4,4,4,1,1,"employed",0,"right",2022,10
312219103,312219,205500,92,31,4,4,3,3,27,"female",1,1,1,0,0,0,0,3,7,7,5,1,"employed",0,"right",2022,9
312220102,312220,205500,92,31,1,4,3,3,31,"male",1,1,1,0,0,0,1,5,7,7,5,1,"employed",0,"right",2022,8
312220103,312220,205500,92,31,9,4,3,3,54,"female",1,1,1,0,1,0,1,5,7,7,6,2,"employed",0,"right",2022,8
312220651,312220,205500,92,31,5,4,3,4,30,"female",NA,NA,1,0,0,0,1,5,NA,7,3,1,"employed",0,"right",2022,8
312227101,312227,205500,92,31,7,5,3,3,40,"female",1,1,1,0,0,0,0,3,5,5,3,3,"employed",0,"right",2022,10
312230102,312230,205500,92,31,5,4,3,3,43,"male",1,1,1,1,0,0,2,5,8,8,2,2,"employed",0,"right",2022,9
312231102,312231,205500,92,31,3,3,3,3,40,"female",1,1,1,0,0,0,1,4,7,7,7,3,"employed",0,"right",2022,8
312237101,312237,300726,92,31,6,3,4,3,42,"male",1,1,1,0,0,0,1,7,6,6,8,4,"employed",1,"right",2022,9
312237102,312237,300726,92,31,3,4,3,3,41,"female",1,1,1,0,0,0,1,7,7,8,1,1,"employed",0,"right",2022,9
312243101,312243,205500,92,31,2,3,2,3,45,"female",1,1,1,0,0,0,0,3,5,5,4,4,"employed",0,"right",2022,9
312243103,312243,205500,92,31,7,4,3,2,57,"male",1,1,1,0,0,0,0,3,6,7,5,1,"employed",1,"right",2022,9
312248101,312248,205600,92,31,6,4,3,3,38,"male",1,1,1,0,0,0,1,3,6,6,8,4,"employed",0,"right",2022,9
312248102,312248,205600,92,31,0,4,3,3,36,"female",1,1,1,0,0,0,1,3,7,7,1,1,"employed",0,"right",2022,9
312268103,312268,205600,92,31,9,4,3,3,41,"female",1,1,1,0,0,0,1,5,5,5,2,2,"employed",0,"right",2022,11
312287101,312287,205700,97,31,5,3,5,5,56,"male",1,1,1,0,0,0,1,4,4,4,3,3,"employed",1,"1",2022,9
312291101,312291,495764,97,31,6,4,4,2,48,"male",1,1,0,0,0,0,0,3,4,4,8,4,"employed",1,"right",2022,9
312291102,312291,495764,97,31,5,4,3,4,45,"female",1,1,0,0,0,0,0,3,3,3,1,1,"out_of_labor_force",0,"right",2022,9
312291103,312291,495764,97,31,6,4,3,3,23,"male",1,1,0,0,0,0,0,3,5,7,2,2,"employed",0,"right",2022,9
312297101,312297,205700,97,31,8,2,2,2,50,"male",1,1,1,0,0,0,0,4,4,4,6,2,"employed",1,"right",2022,9
312297102,312297,205700,97,31,5,4,4,3,47,"female",1,1,1,1,0,0,0,4,5,5,7,3,"employed",0,"right",2022,9
312297103,312297,205700,97,31,2,5,4,4,24,"male",1,1,1,0,0,0,0,4,7,7,8,4,"employed",0,"right",2022,9
312310101,312310,205700,97,31,0,4,4,2,67,"female",1,1,1,0,1,0,0,3,0,0,8,4,"employed",0,"right",2022,8
312310102,312310,205700,97,31,3,3,3,2,67,"male",1,1,1,0,1,0,0,3,3,3,1,1,"employed",1,"right",2022,11
312310431,312310,205700,97,31,9,2,2,3,43,"female",1,1,1,0,0,0,0,3,5,5,2,2,"employed",0,"right",2022,8
312312103,312312,205700,97,31,9,4,3,2,25,"male",1,1,1,0,0,0,0,3,5,6,3,3,"employed",0,"right",2022,8
312326101,312326,205800,97,31,0,4,3,3,67,"male",1,1,1,1,1,0,1,2,6,6,5,1,"employed",1,"right",2022,11
312332101,312332,205800,97,31,2,4,4,3,43,"male",1,1,1,1,0,0,0,5,6,6,8,4,"employed",1,"right",2022,9
312332102,312332,205800,97,31,9,4,3,3,42,"female",1,1,1,0,0,0,0,5,6,6,1,1,"employed",0,"right",2022,9
312332105,312332,205800,97,31,7,4,1,3,68,"female",1,1,1,1,1,0,0,5,5,5,4,4,"employed",0,"right",2022,9
312341102,312341,205800,97,31,10,4,3,2,41,"female",1,1,1,0,0,0,1,3,7,7,1,1,"employed",0,"1",2022,9
312363101,312363,205800,97,31,6,4,4,4,53,"female",1,1,1,1,0,0,0,2,6,6,7,3,"employed",0,"right",2022,9
312363103,312363,205800,97,31,2,4,3,3,55,"male",1,1,1,1,0,0,0,2,7,7,8,4,"employed",1,"right",2022,9
312366103,312366,205900,97,31,3,4,4,4,36,"male",1,1,1,0,0,0,1,6,5,6,2,2,"employed",0,"right",2022,9
312378101,312378,205900,97,31,8,4,4,4,62,"female",1,1,1,0,1,0,0,2,5,5,8,4,"out_of_labor_force",0,"right",2022,9
312378102,312378,205900,97,31,5,4,3,3,62,"male",1,1,1,1,1,1,0,2,4,4,1,1,"out_of_labor_force",1,"right",2022,9
312383581,312383,205900,97,31,3,4,3,3,50,"male",1,1,1,0,0,0,0,3,4,4,4,4,"employed",1,"right",2022,12
312388102,312388,205900,97,31,0,3,3,4,63,"male",1,1,1,0,1,0,0,4,0,0,5,1,"out_of_labor_force",1,"right",2022,9
312388103,312388,205900,97,31,9,3,3,2,41,"male",1,1,1,0,0,0,0,4,4,4,6,2,"employed",1,"right",2022,10
312390101,312390,205900,97,31,0,2,3,3,56,"male",1,1,1,0,0,0,0,2,3,3,2,2,"employed",1,"right",2022,12
312390102,312390,205900,97,31,0,5,4,4,57,"female",1,1,1,0,1,0,0,2,4,4,3,3,"employed",0,"right",2022,12
312395101,312395,205900,97,31,6,2,1,2,59,"female",1,1,1,0,1,0,1,5,4,4,3,3,"out_of_labor_force",0,"right",2022,10
312396101,312396,205900,97,31,0,4,3,3,62,"male",1,1,1,0,0,0,0,5,5,5,3,3,"employed",1,"right",2022,10
312396103,312396,205900,97,31,3,4,3,3,41,"male",1,1,1,0,0,0,0,5,4,4,5,1,"employed",1,"right",2022,10
312396104,312396,205900,97,31,1,5,3,3,41,"female",1,1,1,0,0,0,0,5,5,5,6,2,"employed",0,"right",2022,10
312397102,312397,205900,97,31,2,4,3,4,40,"female",1,1,1,0,0,0,1,5,6,6,7,3,"employed",0,"right",2022,10
312398101,312398,205900,97,31,5,3,1,3,65,"female",1,1,1,1,1,0,0,2,5,4,6,2,"employed",0,"right",2022,11
312398102,312398,205900,97,31,0,5,3,3,68,"male",1,1,1,0,1,0,0,2,3,3,7,3,"employed",0,"right",2022,11
312400102,312400,205900,97,31,1,4,3,3,35,"male",1,1,1,0,0,0,1,4,5,6,3,3,"unemployed",1,"right",2022,9
312400601,312400,205900,97,31,11,4,1,1,32,"female",1,1,1,0,0,0,1,4,5,6,1,1,"unemployed",1,"right",2022,9
312404502,312404,206000,97,31,10,2,3,3,46,"female",1,1,0,0,0,0,0,4,4,4,2,2,"employed",0,"right",2022,9
312405102,312405,206000,97,31,7,4,3,3,49,"male",1,1,0,0,0,0,0,3,3,4,1,1,"employed",1,"right",2022,9
312405103,312405,206000,97,31,4,4,3,3,25,"female",1,1,0,0,0,0,0,3,6,6,2,2,"employed",0,"right",2022,9
312410581,312410,206000,97,31,5,5,4,3,52,"male",1,1,0,1,0,0,1,6,4,4,3,1,"employed",1,"right",2022,10
312416101,312416,206000,97,31,6,3,1,3,72,"female",1,1,0,0,1,0,0,2,0,0,3,3,"out_of_labor_force",0,"right",2022,9
312418101,312418,206000,97,31,0,4,3,3,75,"male",1,1,0,0,1,0,0,2,0,0,3,3,"out_of_labor_force",1,"right",2022,10
312421102,312421,198583,97,31,1,4,3,3,59,"male",1,1,0,0,0,0,2,6,5,5,5,1,"employed",1,"right",2022,8
312421103,312421,198583,97,31,7,3,3,3,36,"male",1,1,0,0,0,0,2,6,5,7,7,3,"employed",0,"right",2022,8
312422101,312422,206000,97,31,4,5,3,2,73,"male",1,1,0,1,1,0,0,5,4,4,2,2,"out_of_labor_force",1,"right",2022,10
312422104,312422,206000,97,31,5,3,5,4,52,"female",1,1,0,0,0,0,0,5,4,4,5,1,"employed",0,"right",2022,10
312422105,312422,206000,97,31,5,4,3,3,29,"female",1,1,0,0,0,0,0,5,7,7,6,2,"employed",0,"right",2022,10
312425101,312425,206000,97,31,7,3,5,4,68,"male",1,1,0,0,1,0,0,2,3,3,3,3,"out_of_labor_force",1,"right",2022,11
312426101,312426,206000,97,31,4,3,3,3,53,"male",1,1,0,0,1,0,0,5,3,4,1,1,"employed",1,"right",2022,10
312426102,312426,206000,97,31,15,3,2,2,53,"female",1,1,0,0,1,0,0,5,4,4,2,2,"employed",0,"right",2022,10
312426103,312426,206000,97,31,6,2,3,3,28,"female",1,1,0,1,0,0,0,5,7,7,2,2,"employed",0,"1",2022,10
312430101,312430,312131,97,31,5,4,3,3,66,"female",1,1,1,0,1,0,0,2,5,5,2,2,"out_of_labor_force",0,"right",2022,8
312430102,312430,312131,97,31,3,4,5,5,62,"male",1,1,1,0,0,1,0,2,5,5,3,3,"out_of_labor_force",1,"right",2022,8
312442101,312442,796635,9978,31,1,4,3,3,65,"male",1,1,1,0,0,1,1,5,4,4,4,4,"employed",1,"right",2022,9
312442102,312442,796635,9978,31,11,2,2,3,64,"female",1,1,1,0,0,1,1,5,0,0,5,1,"employed",0,"right",2022,9
312443103,312443,796635,9978,31,4,4,3,2,25,"male",1,1,1,0,0,0,0,4,7,7,3,3,"employed",1,"right",2022,8
312445101,312445,796635,9978,31,0,4,3,4,75,"male",1,1,1,0,1,0,0,2,3,3,7,3,"employed",1,"right",2022,9
312446101,312446,796635,9978,31,2,3,3,3,60,"male",1,1,1,1,0,0,1,4,0,5,4,4,"employed",1,"right",2022,8
312446102,312446,796635,9978,31,11,1,1,3,58,"female",1,1,1,0,1,0,1,4,4,4,5,1,"employed",0,"right",2022,8
312446103,312446,796635,9978,31,8,4,3,3,34,"female",1,1,1,0,0,0,1,4,7,7,6,2,"employed",0,"right",2022,8
312448101,312448,796635,9978,31,3,4,3,2,38,"female",1,1,1,0,0,0,1,4,5,5,8,4,"employed",0,"right",2022,8
312449101,312449,796635,9978,31,12,2,2,2,60,"male",1,1,1,0,0,0,0,2,4,4,4,4,"employed",1,"right",2022,8
312449102,312449,796635,9978,31,11,2,3,3,60,"female",1,1,1,0,1,0,0,2,4,4,6,2,"employed",0,"right",2022,8
312451101,312451,796635,9978,31,9,4,2,3,63,"male",1,1,1,0,1,0,1,2,5,5,1,1,"out_of_labor_force",1,"right",2022,11
312454101,312454,796635,9978,31,9,4,3,3,45,"male",1,1,1,0,0,0,0,3,4,4,2,2,"employed",0,"right",2022,11
312454102,312454,796635,9978,31,7,2,2,3,42,"female",1,1,1,0,0,0,0,3,6,6,3,3,"employed",0,"right",2022,12
312457203,312457,796635,9978,31,7,2,2,3,42,"female",1,1,1,0,0,0,0,4,6,6,2,2,"employed",0,"1",2022,11
312457651,312457,796635,9978,31,4,4,2,2,36,"male",1,1,1,0,0,0,0,4,5,7,3,1,"employed",1,"1",2022,12
312458101,312458,796635,9978,31,1,4,3,4,58,"male",1,1,1,0,0,0,1,2,4,4,3,3,"employed",0,"right",2022,8
312458102,312458,796635,9978,31,11,5,3,3,56,"female",1,1,1,0,0,0,1,2,4,4,3,3,"out_of_labor_force",0,"right",2022,8
312464102,312464,796635,9978,31,12,5,3,3,70,"female",1,1,1,0,1,0,0,1,0,0,1,1,"out_of_labor_force",0,"right",2022,8
312476101,312476,797650,9978,31,6,2,1,1,73,"male",1,1,1,0,1,0,0,3,4,4,6,2,"employed",1,"right",2022,8
312478103,312478,797650,9978,31,9,4,3,3,24,"female",1,1,1,1,0,0,2,6,5,5,1,1,"employed",0,"right",2022,9
312479531,312479,797650,9978,31,9,2,1,1,40,"female",1,1,1,0,0,0,1,4,7,7,4,4,"employed",0,"right",2022,11
312484103,312484,797650,9978,31,8,4,3,3,27,"male",1,1,1,0,0,0,0,3,6,7,7,3,"employed",0,"right",2022,10
312496204,312496,797650,9978,31,1,4,2,2,45,"male",1,1,1,0,0,0,0,5,5,5,4,2,"employed",0,"1",2022,10
312498101,312498,797650,9978,31,11,4,2,2,43,"male",1,1,1,0,0,0,1,6,4,4,8,4,"employed",0,"right",2022,10
312498102,312498,797650,9978,31,2,4,3,3,37,"female",1,1,1,0,0,0,1,6,5,5,1,1,"employed",0,"right",2022,10
312498431,312498,797650,9978,31,9,4,3,3,71,"male",1,1,1,0,1,0,1,6,3,3,2,2,"out_of_labor_force",1,"right",2022,10
312501101,312501,796730,9978,31,10,2,3,3,74,"male",1,1,0,0,1,0,0,5,0,0,1,1,"employed",1,"right",2022,8
312501102,312501,796730,9978,31,9,2,3,2,73,"female",1,1,0,0,1,0,0,5,0,0,2,2,"employed",0,"right",2022,8
312501204,312501,796730,9978,31,15,2,1,1,44,"male",1,1,0,0,0,0,0,5,5,5,3,3,"employed",0,"right",2022,8
312502531,312502,796730,9978,31,8,4,4,3,40,"male",1,1,0,0,0,0,1,5,4,4,2,2,"employed",1,"right",2022,8
312504101,312504,796730,9978,31,2,5,3,5,68,"female",1,1,0,0,1,0,0,2,0,0,1,1,"out_of_labor_force",0,"right",2022,8
312512101,312512,796730,9978,31,1,5,2,2,52,"female",1,1,0,0,1,0,0,3,4,4,1,1,"employed",0,"right",2022,8
312522101,312522,796730,9978,31,5,2,2,2,52,"male",1,1,0,0,0,1,0,1,4,4,8,4,"employed",1,"right",2022,10
312525101,312525,796730,9978,31,3,3,3,4,53,"female",1,1,0,0,0,0,0,3,4,4,4,4,"employed",0,"right",2022,8
312531101,312531,796730,9978,31,4,3,3,4,69,"male",1,1,0,0,1,0,0,2,0,0,7,3,"employed",1,"right",2022,8
312531102,312531,796730,9978,31,11,5,4,5,68,"female",1,1,0,0,1,0,0,2,0,0,8,4,"employed",0,"right",2022,8
312532101,312532,796730,9978,31,4,4,2,4,71,"male",1,1,0,0,1,0,0,1,3,3,1,1,"out_of_labor_force",1,"right",2022,8
312534105,312534,530820,90,31,4,4,3,3,46,"female",1,1,1,0,0,0,2,3,6,6,5,1,"employed",0,"1",2022,8
312535101,312535,796846,9978,31,3,4,3,3,83,"male",1,1,1,0,1,0,0,2,0,3,1,1,"employed",1,"right",2022,8
312535551,312535,796846,9978,31,0,4,2,3,77,"female",1,1,1,0,0,1,0,2,4,4,4,4,"employed",0,"right",2022,8
312538103,312538,796846,9978,31,8,4,3,3,54,"male",1,1,1,0,1,0,0,3,4,4,1,1,"employed",1,"right",2022,8
312540101,312540,796846,9978,31,0,4,3,3,58,"male",1,1,1,0,0,0,1,2,4,4,8,4,"employed",1,"right",2022,8
312552101,312552,796846,9978,31,2,4,3,3,70,"male",1,1,1,1,1,0,0,2,4,4,4,4,"employed",1,"right",2022,8
312552102,312552,796846,9978,31,0,4,2,3,72,"female",1,1,1,0,1,0,0,2,3,3,5,1,"employed",0,"right",2022,8
211455101,312736,229700,157,21,3,4,2,3,33,"female",1,1,0,0,0,0,2,1,4,3,3,3,"out_of_labor_force",0,"right",2022,9
211758104,312909,870048,8432,32,2,4,2,3,30,"male",1,1,1,0,0,0,0,1,4,6,3,3,"employed",1,"right",2022,10
211950105,313029,422105,612,21,6,4,3,3,28,"female",1,1,1,0,0,0,0,1,7,7,3,3,"employed",0,"right",2022,10
620333104,335404,992023,144,62,0,4,3,3,34,"female",1,1,1,0,0,0,3,1,5,5,6,2,"employed",0,"right",2022,9
620651105,572409,796527,134,62,3,4,3,2,24,"male",1,1,0,1,0,0,0,1,5,5,3,3,"employed",0,"right",2022,9
620126104,620126,582434,178,11,3,2,3,2,43,"female",1,NA,1,0,0,0,1,1,0,0,8,4,"out_of_labor_force",0,"right",2022,11
620471104,313940,637908,947,32,6,4,2,2,21,"female",1,1,1,0,0,0,0,1,3,4,1,1,"employed",1,"1",2022,9
620536106,313988,984128,2774,61,8,2,2,3,25,"female",1,1,1,0,0,0,2,1,7,7,1,1,"employed",0,"right",2022,8
620960101,314280,998800,3040,65,9,2,2,3,58,"male",1,1,1,0,0,0,2,2,4,4,5,1,"employed",1,"right",2022,8
620988105,620988,727346,139,62,10,4,3,3,22,"female",1,1,1,0,0,0,1,1,4,4,1,1,"employed",0,"right",2022,9
621311103,314575,987621,133,62,6,2,2,1,36,"male",1,1,1,0,0,0,1,3,4,4,1,1,"employed",1,"right",2022,11
621311501,314575,987621,133,62,8,1,5,3,38,"female",1,1,1,0,0,0,1,3,5,5,1,1,"out_of_labor_force",0,"right",2022,11
620446103,195884,321624,131,62,2,4,3,3,44,"male",NA,1,1,0,0,0,1,1,0,0,4,1,"employed",0,"right",2022,10
210092101,315362,231200,160,21,7,3,4,3,58,"female",1,1,0,0,0,0,2,2,0,3,8,4,"employed",0,"right",2022,10
210092102,315362,231200,160,21,9,2,3,2,57,"male",1,1,0,0,0,1,2,2,3,3,2,2,"employed",1,"right",2022,10
211206104,315952,229900,157,21,0,4,2,1,25,"male",1,1,0,0,0,0,0,1,5,6,1,1,"employed",1,"right",2022,9
211218104,211218,151892,619,21,3,4,2,1,22,"female",1,1,1,0,0,0,0,1,5,6,3,3,"employed",0,"right",2022,9
211648104,316291,772020,169,11,5,4,3,3,32,"male",1,1,1,0,0,0,0,1,7,8,6,2,"employed",0,"right",2022,11
211230103,316796,588806,612,21,4,4,4,4,36,"male",1,1,1,0,0,0,1,2,4,4,8,4,"employed",1,"right",2022,9
211230105,316796,588806,612,21,2,5,3,3,36,"female",1,1,1,0,0,0,1,2,4,4,2,2,"employed",0,"right",2022,9
620309106,620309,484549,2790,61,3,5,3,2,27,"male",1,1,1,0,0,0,0,1,4,4,7,3,"employed",1,"1",2022,9
620311103,317223,225000,145,62,3,4,4,4,43,"male",1,1,0,0,0,0,1,4,3,3,3,3,"employed",1,"right",2022,8
620311104,317223,225000,145,62,7,1,3,3,37,"female",1,1,0,0,0,0,1,4,4,4,3,3,"employed",0,"right",2022,8
620359102,620359,507843,2938,62,1,4,3,3,23,"female",1,1,1,0,0,0,1,1,5,6,2,2,"employed",0,"1",2022,9
317365701,317365,223700,142,62,0,4,3,3,34,"male",NA,NA,1,0,0,0,6,6,NA,5,3,1,"employed",0,"right",2022,9
620503103,620503,116635,2344,51,6,4,3,3,26,"male",1,1,1,0,0,0,0,1,5,7,7,3,"employed",0,"right",2022,8
620895104,620895,223847,1092,33,7,3,1,2,55,"male",1,1,0,0,0,0,1,1,5,5,1,1,"employed",0,"right",2022,10
621060106,621060,984715,8498,62,0,4,3,3,24,"male",1,1,1,0,0,0,1,1,5,6,7,3,"employed",1,"right",2022,9
621172101,621172,100239,133,62,6,4,3,3,39,"female",1,1,1,0,0,0,1,3,4,4,4,4,"unemployed",0,"right",2022,8
621172104,621172,100239,133,62,5,2,2,4,42,"male",1,1,1,0,0,0,1,3,4,4,7,3,"employed",1,"right",2022,8
621250104,621250,531360,3015,64,0,4,4,4,29,"male",1,1,1,0,0,0,4,3,7,7,6,2,"employed",1,"1",2022,12
621250105,621250,531360,3015,64,6,4,3,1,23,"female",1,1,1,0,0,0,4,3,4,6,8,4,"employed",0,"right",2022,11
621274105,317951,142676,134,62,8,4,2,2,33,"male",1,1,1,0,0,0,1,3,4,4,2,2,"employed",1,"right",2022,9
621274106,317951,142676,134,62,5,4,3,2,32,"female",1,1,1,0,0,0,1,3,4,4,7,3,"employed",0,"right",2022,9
621532102,621532,568589,3047,65,3,2,3,5,49,"male",1,1,0,0,0,1,0,1,3,3,2,1,"employed",1,"1",2022,11
211247103,319389,547563,152,21,11,4,3,2,45,"male",1,1,1,1,0,0,1,3,4,4,7,3,"employed",1,"right",2022,11
211247104,319389,547563,152,21,6,3,2,2,41,"female",1,1,1,0,0,0,1,3,5,5,7,3,"employed",0,"right",2022,11
319577701,319577,462618,667,21,11,4,1,1,34,"female",NA,NA,1,0,0,0,2,2,NA,4,1,1,"employed",0,"right",2022,9
320002102,320002,874777,12,32,12,1,3,2,28,"male",1,1,1,0,0,0,0,2,6,6,7,3,"employed",0,"right",2022,8
320005104,320005,536984,12,32,8,4,2,2,32,"male",1,1,1,0,0,0,2,6,6,6,1,1,"employed",1,"right",2022,9
320010103,320010,875167,12,32,3,4,3,3,47,"male",1,1,1,1,0,0,0,5,6,6,3,3,"employed",0,"right",2022,5
320010104,320010,875167,12,32,5,4,3,3,46,"female",1,1,1,0,0,0,0,5,6,6,4,4,"employed",0,"right",2022,5
320016101,320016,875167,12,32,3,3,4,5,55,"male",1,1,1,0,0,0,0,3,3,3,8,4,"employed",1,"right",2022,5
320018106,320018,872463,12,32,4,4,3,3,39,"female",1,1,1,0,0,0,0,5,4,4,3,3,"employed",0,"right",2022,6
320026102,320026,875167,12,32,9,3,3,3,52,"female",1,1,1,0,0,0,0,1,3,4,2,2,"employed",0,"right",2022,6
320042105,320042,104600,12,32,8,2,2,1,53,"female",1,1,1,0,0,0,1,4,4,4,2,2,"employed",0,"right",2022,7
320044101,320044,104600,12,32,11,3,3,3,73,"female",1,1,1,0,1,0,0,5,0,0,6,2,"out_of_labor_force",0,"1",2022,9
320044103,320044,104600,12,32,9,4,3,3,75,"male",1,1,1,0,0,0,0,5,0,0,8,4,"out_of_labor_force",1,"1",2022,9
320044104,320044,104600,12,32,0,4,3,3,45,"male",1,1,1,0,0,0,0,5,5,5,3,1,"employed",0,"right",2022,12
320052101,320052,104600,12,32,8,2,3,3,58,"male",1,1,1,0,0,0,0,2,5,5,6,2,"employed",0,"right",2022,8
320052102,320052,104600,12,32,10,3,3,4,58,"female",1,1,1,0,0,0,0,2,4,4,7,3,"out_of_labor_force",0,"right",2022,8
320057102,320057,104600,12,32,2,3,3,3,49,"female",1,1,1,0,0,0,0,3,4,4,8,4,"employed",0,"right",2022,7
320060103,320060,104600,12,32,7,4,3,3,35,"male",1,1,1,0,0,0,1,5,7,7,1,1,"employed",1,"right",2022,7
320062102,320062,104600,12,32,1,4,4,4,71,"female",1,1,1,0,1,0,0,2,0,0,2,2,"employed",0,"right",2022,7
320068102,320068,104600,12,32,1,4,3,3,77,"male",1,1,1,0,1,0,1,4,3,3,6,2,"out_of_labor_force",1,"right",2022,7
320068105,320068,104600,12,32,3,4,3,3,53,"male",1,1,1,0,0,0,1,4,4,4,8,1,"employed",1,"right",2022,9
320069101,320069,212988,12,32,3,2,2,2,61,"female",1,1,1,0,0,1,0,3,5,5,8,4,"employed",0,"right",2022,9
320069102,320069,212988,12,32,8,3,2,2,63,"male",1,1,1,0,1,0,0,3,4,4,8,4,"out_of_labor_force",1,"right",2022,9
320070104,320070,104700,12,32,3,4,3,2,57,"male",1,1,1,0,0,0,1,4,7,6,4,1,"out_of_labor_force",0,"right",2022,6
320071101,320071,104700,12,32,2,4,3,3,57,"male",1,1,1,0,0,0,1,5,4,4,8,4,"employed",1,"right",2022,6
320071102,320071,104700,12,32,1,3,4,3,59,"female",1,1,1,0,1,0,1,5,4,4,8,4,"employed",0,"right",2022,6
320073101,320073,104700,12,32,0,4,4,5,71,"female",1,1,1,0,1,0,0,2,0,0,1,1,"out_of_labor_force",0,"right",2022,7
